run,judge_model,language,dimension,protocol,k_per_class,n_calibration,n_test,repeat,baseline_threshold,selected_threshold,full_group_baseline_balanced_accuracy,test_baseline_balanced_accuracy,test_calibrated_balanced_accuracy,delta_balanced_accuracy
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,12,4,4,0.6799999999999999,0.6470588235294117,0.6470588235294117,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,13,4,3,0.6799999999999999,0.6764705882352942,0.6470588235294117,-0.02941176470588247
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,14,4,3,0.6799999999999999,0.7058823529411764,0.6470588235294117,-0.05882352941176472
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,15,4,3,0.6799999999999999,0.7058823529411764,0.6176470588235294,-0.08823529411764697
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,16,4,4,0.6799999999999999,0.6470588235294118,0.6470588235294118,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,17,4,4,0.6799999999999999,0.6764705882352942,0.6764705882352942,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,18,4,3,0.6799999999999999,0.7352941176470589,0.7058823529411764,-0.02941176470588247
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,19,4,3,0.6799999999999999,0.6764705882352942,0.6176470588235294,-0.05882352941176472
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,20,4,4,0.6799999999999999,0.6470588235294118,0.6470588235294118,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,21,4,3,0.6799999999999999,0.6764705882352942,0.6470588235294117,-0.02941176470588247
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,22,4,4,0.6799999999999999,0.7058823529411765,0.7058823529411765,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,23,4,3,0.6799999999999999,0.6764705882352942,0.6176470588235294,-0.05882352941176472
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,24,4,4,0.6799999999999999,0.6470588235294117,0.6470588235294117,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,25,4,3,0.6799999999999999,0.6764705882352942,0.6470588235294117,-0.02941176470588247
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,26,4,3,0.6799999999999999,0.7058823529411764,0.6176470588235294,-0.08823529411764697
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,27,4,3,0.6799999999999999,0.7647058823529411,0.7058823529411764,-0.05882352941176472
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,28,4,4,0.6799999999999999,0.6764705882352942,0.6764705882352942,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,29,4,3,0.6799999999999999,0.6764705882352942,0.6470588235294117,-0.02941176470588247
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,30,4,3,0.6799999999999999,0.6764705882352942,0.5588235294117647,-0.11764705882352944
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,31,4,3,0.6799999999999999,0.7352941176470589,0.6764705882352942,-0.05882352941176472
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,32,4,3,0.6799999999999999,0.6176470588235294,0.5588235294117647,-0.05882352941176472
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,33,4,3,0.6799999999999999,0.6470588235294117,0.6176470588235294,-0.02941176470588225
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,34,4,3,0.6799999999999999,0.7352941176470589,0.6470588235294117,-0.08823529411764719
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,35,4,3,0.6799999999999999,0.7647058823529411,0.7352941176470589,-0.02941176470588225
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,36,4,4,0.6799999999999999,0.6764705882352942,0.6764705882352942,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,37,4,4,0.6799999999999999,0.5882352941176471,0.5882352941176471,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,38,4,3,0.6799999999999999,0.7647058823529411,0.6470588235294118,-0.11764705882352933
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,39,4,4,0.6799999999999999,0.7352941176470589,0.7352941176470589,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,40,4,3,0.6799999999999999,0.7647058823529411,0.6764705882352942,-0.08823529411764697
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,41,4,4,0.6799999999999999,0.6176470588235294,0.6176470588235294,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,42,4,3,0.6799999999999999,0.7058823529411764,0.6764705882352942,-0.02941176470588225
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,43,4,4,0.6799999999999999,0.6764705882352942,0.6764705882352942,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,44,4,4,0.6799999999999999,0.6764705882352942,0.6764705882352942,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,45,4,4,0.6799999999999999,0.6176470588235294,0.6176470588235294,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,46,4,3,0.6799999999999999,0.7058823529411764,0.6470588235294118,-0.05882352941176461
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,47,4,3,0.6799999999999999,0.7647058823529411,0.6470588235294117,-0.11764705882352944
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,48,4,4,0.6799999999999999,0.6764705882352942,0.6764705882352942,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,8,16,34,49,4,3,0.6799999999999999,0.7058823529411764,0.6470588235294117,-0.05882352941176472
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,0,4,3,0.6799999999999999,0.7307692307692308,0.6923076923076923,-0.03846153846153855
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,1,4,4,0.6799999999999999,0.6923076923076923,0.6923076923076923,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,2,4,3,0.6799999999999999,0.6153846153846154,0.5769230769230769,-0.03846153846153855
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,3,4,3,0.6799999999999999,0.7692307692307693,0.6538461538461539,-0.11538461538461542
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,4,4,3,0.6799999999999999,0.6153846153846154,0.576923076923077,-0.038461538461538436
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,5,4,4,0.6799999999999999,0.5769230769230769,0.5769230769230769,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,6,4,4,0.6799999999999999,0.6923076923076923,0.6923076923076923,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,7,4,3,0.6799999999999999,0.6923076923076923,0.6538461538461539,-0.038461538461538436
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,8,4,4,0.6799999999999999,0.7307692307692308,0.7307692307692308,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,9,4,3,0.6799999999999999,0.6923076923076923,0.5384615384615385,-0.15384615384615374
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,10,4,3,0.6799999999999999,0.7307692307692308,0.6923076923076923,-0.03846153846153855
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,11,4,4,0.6799999999999999,0.5384615384615385,0.5384615384615385,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,12,4,3,0.6799999999999999,0.6153846153846154,0.576923076923077,-0.038461538461538436
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,13,4,3,0.6799999999999999,0.7307692307692308,0.6153846153846154,-0.11538461538461542
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,14,4,4,0.6799999999999999,0.6923076923076923,0.6923076923076923,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,15,4,3,0.6799999999999999,0.6153846153846154,0.5769230769230769,-0.03846153846153855
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,16,4,3,0.6799999999999999,0.7307692307692308,0.6538461538461539,-0.07692307692307698
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,17,4,4,0.6799999999999999,0.5,0.5,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,18,4,3,0.6799999999999999,0.6538461538461539,0.5769230769230769,-0.07692307692307698
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,19,4,4,0.6799999999999999,0.6538461538461539,0.6538461538461539,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,20,4,3,0.6799999999999999,0.6923076923076923,0.6153846153846154,-0.07692307692307687
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,21,4,3,0.6799999999999999,0.7307692307692308,0.6538461538461539,-0.07692307692307698
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,22,4,3,0.6799999999999999,0.8076923076923077,0.6538461538461539,-0.15384615384615385
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,23,4,3,0.6799999999999999,0.7692307692307692,0.7307692307692308,-0.038461538461538325
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,24,4,5,0.6799999999999999,0.8076923076923077,0.5,-0.3076923076923077
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,25,4,3,0.6799999999999999,0.7307692307692308,0.6923076923076923,-0.03846153846153855
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,26,4,4,0.6799999999999999,0.7307692307692308,0.7307692307692308,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,27,4,4,0.6799999999999999,0.5769230769230769,0.5769230769230769,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,28,4,4,0.6799999999999999,0.6923076923076923,0.6923076923076923,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,29,4,3,0.6799999999999999,0.7307692307692308,0.6923076923076923,-0.03846153846153855
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,30,4,4,0.6799999999999999,0.6538461538461539,0.6538461538461539,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,31,4,4,0.6799999999999999,0.6923076923076923,0.6923076923076923,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,32,4,4,0.6799999999999999,0.6153846153846154,0.6153846153846154,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,33,4,4,0.6799999999999999,0.6538461538461539,0.6538461538461539,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,34,4,4,0.6799999999999999,0.5769230769230769,0.5769230769230769,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,35,4,3,0.6799999999999999,0.6923076923076923,0.6538461538461539,-0.038461538461538436
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,36,4,4,0.6799999999999999,0.7307692307692308,0.7307692307692308,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,37,4,3,0.6799999999999999,0.6923076923076923,0.6538461538461539,-0.038461538461538436
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,38,4,3,0.6799999999999999,0.8461538461538463,0.8076923076923077,-0.03846153846153855
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,39,4,5,0.6799999999999999,0.8461538461538461,0.5384615384615384,-0.3076923076923077
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,40,4,3,0.6799999999999999,0.6923076923076923,0.6153846153846154,-0.07692307692307687
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,41,4,3,0.6799999999999999,0.7692307692307692,0.6923076923076923,-0.07692307692307687
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,42,4,4,0.6799999999999999,0.6153846153846154,0.6153846153846154,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,43,4,4,0.6799999999999999,0.6923076923076923,0.6923076923076923,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,44,4,3,0.6799999999999999,0.6538461538461539,0.6153846153846154,-0.038461538461538436
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,45,4,3,0.6799999999999999,0.6923076923076923,0.6153846153846154,-0.07692307692307687
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,46,4,4,0.6799999999999999,0.5384615384615385,0.5384615384615385,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,47,4,3,0.6799999999999999,0.6923076923076923,0.6538461538461539,-0.038461538461538436
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,48,4,4,0.6799999999999999,0.5769230769230769,0.5769230769230769,0.0
candidate n50,gpt-4o-mini,vi,comprehensibility,P3_bilingual,12,24,26,49,4,3,0.6799999999999999,0.6923076923076923,0.6153846153846154,-0.07692307692307687
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,0,4,4,0.6,0.5833333333333334,0.5833333333333334,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,1,4,3,0.6,0.6041666666666666,0.47916666666666663,-0.125
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,2,4,2,0.6,0.6041666666666667,0.5,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,3,4,2,0.6,0.625,0.5,-0.125
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,4,4,2,0.6,0.6041666666666666,0.5,-0.10416666666666663
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,5,4,5,0.6,0.6041666666666667,0.5625,-0.04166666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,6,4,2,0.6,0.625,0.5,-0.125
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,7,4,2,0.6,0.625,0.5,-0.125
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,8,4,2,0.6,0.6041666666666667,0.5,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,9,4,5,0.6,0.6041666666666667,0.5625,-0.04166666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,10,4,4,0.6,0.5833333333333334,0.5833333333333334,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,11,4,3,0.6,0.5833333333333334,0.47916666666666663,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,12,4,2,0.6,0.6041666666666667,0.5,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,13,4,2,0.6,0.6041666666666666,0.5,-0.10416666666666663
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,14,4,2,0.6,0.6041666666666667,0.5,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,15,4,4,0.6,0.5833333333333334,0.5833333333333334,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,16,4,2,0.6,0.6041666666666667,0.5,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,17,4,2,0.6,0.6041666666666667,0.5,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,18,4,3,0.6,0.5833333333333334,0.47916666666666663,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,19,4,2,0.6,0.6041666666666667,0.5,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,20,4,2,0.6,0.6041666666666667,0.5,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,21,4,4,0.6,0.5833333333333334,0.5833333333333334,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,22,4,2,0.6,0.6041666666666667,0.5,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,23,4,2,0.6,0.6041666666666666,0.5,-0.10416666666666663
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,24,4,4,0.6,0.5833333333333334,0.5833333333333334,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,25,4,3,0.6,0.5833333333333334,0.47916666666666663,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,26,4,4,0.6,0.5833333333333334,0.5833333333333334,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,27,4,2,0.6,0.6041666666666667,0.5,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,28,4,4,0.6,0.5833333333333334,0.5833333333333334,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,29,4,2,0.6,0.625,0.5,-0.125
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,30,4,2,0.6,0.625,0.5,-0.125
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,31,4,2,0.6,0.6041666666666667,0.5,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,32,4,2,0.6,0.625,0.5,-0.125
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,33,4,5,0.6,0.6041666666666667,0.5625,-0.04166666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,34,4,2,0.6,0.6041666666666666,0.5,-0.10416666666666663
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,35,4,4,0.6,0.5833333333333334,0.5833333333333334,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,36,4,2,0.6,0.6041666666666666,0.5,-0.10416666666666663
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,37,4,4,0.6,0.5833333333333334,0.5833333333333334,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,38,4,4,0.6,0.5833333333333334,0.5833333333333334,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,39,4,3,0.6,0.5833333333333334,0.47916666666666663,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,40,4,3,0.6,0.5833333333333334,0.47916666666666663,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,41,4,2,0.6,0.6041666666666666,0.5,-0.10416666666666663
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,42,4,3,0.6,0.5833333333333334,0.47916666666666663,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,43,4,2,0.6,0.625,0.5,-0.125
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,44,4,2,0.6,0.6041666666666666,0.5,-0.10416666666666663
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,45,4,2,0.6,0.6041666666666667,0.5,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,46,4,2,0.6,0.6041666666666667,0.5,-0.10416666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,47,4,4,0.6,0.5833333333333334,0.5833333333333334,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,48,4,3,0.6,0.6041666666666666,0.47916666666666663,-0.125
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,1,2,48,49,4,5,0.6,0.6041666666666667,0.5625,-0.04166666666666674
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,0,4,2,0.6,0.6086956521739131,0.5,-0.10869565217391308
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,1,4,4,0.6,0.5869565217391304,0.5869565217391304,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,2,4,4,0.6,0.5869565217391304,0.5869565217391304,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,3,4,2,0.6,0.6086956521739131,0.5,-0.10869565217391308
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,4,4,2,0.6,0.6086956521739131,0.5,-0.10869565217391308
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,5,4,2,0.6,0.6086956521739131,0.5,-0.10869565217391308
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,6,4,2,0.6,0.6086956521739131,0.5,-0.10869565217391308
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,7,4,3,0.6,0.5869565217391304,0.4782608695652174,-0.10869565217391297
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,8,4,2,0.6,0.6086956521739131,0.5,-0.10869565217391308
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,9,4,2,0.6,0.6304347826086956,0.5,-0.13043478260869557
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,10,4,2,0.6,0.6304347826086956,0.5,-0.13043478260869557
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,11,4,4,0.6,0.5869565217391304,0.5869565217391304,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,12,4,2,0.6,0.6304347826086956,0.5,-0.13043478260869557
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,13,4,4,0.6,0.5652173913043478,0.5652173913043478,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,14,4,4,0.6,0.5869565217391304,0.5869565217391304,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,15,4,4,0.6,0.5869565217391304,0.5869565217391304,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,16,4,3,0.6,0.5869565217391304,0.4782608695652174,-0.10869565217391297
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,17,4,4,0.6,0.5652173913043478,0.5652173913043478,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,18,4,2,0.6,0.6086956521739131,0.5,-0.10869565217391308
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,19,4,3,0.6,0.5869565217391304,0.4782608695652174,-0.10869565217391297
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,20,4,3,0.6,0.6086956521739131,0.4782608695652174,-0.13043478260869568
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,21,4,4,0.6,0.5869565217391304,0.5869565217391304,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,22,4,3,0.6,0.5652173913043478,0.4565217391304348,-0.10869565217391297
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,23,4,3,0.6,0.5869565217391304,0.4782608695652174,-0.10869565217391297
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,24,4,4,0.6,0.5652173913043478,0.5652173913043478,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,25,4,3,0.6,0.5869565217391304,0.4782608695652174,-0.10869565217391297
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,26,4,3,0.6,0.6086956521739131,0.4782608695652174,-0.13043478260869568
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,27,4,3,0.6,0.5869565217391304,0.4782608695652174,-0.10869565217391297
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,28,4,4,0.6,0.5869565217391304,0.5869565217391304,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,29,4,3,0.6,0.5869565217391304,0.4782608695652174,-0.10869565217391297
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,30,4,4,0.6,0.5869565217391304,0.5869565217391304,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,31,4,2,0.6,0.6086956521739131,0.5,-0.10869565217391308
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,32,4,3,0.6,0.5869565217391304,0.4782608695652174,-0.10869565217391297
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,33,4,2,0.6,0.6086956521739131,0.5,-0.10869565217391308
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,34,4,4,0.6,0.5869565217391304,0.5869565217391304,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,35,4,2,0.6,0.6304347826086956,0.5,-0.13043478260869557
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,36,4,2,0.6,0.6086956521739131,0.5,-0.10869565217391308
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,37,4,5,0.6,0.6086956521739131,0.5652173913043478,-0.0434782608695653
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,38,4,5,0.6,0.6086956521739131,0.5652173913043478,-0.0434782608695653
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,39,4,4,0.6,0.5652173913043478,0.5652173913043478,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,40,4,2,0.6,0.6086956521739131,0.5,-0.10869565217391308
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,41,4,2,0.6,0.6304347826086956,0.5,-0.13043478260869557
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,42,4,2,0.6,0.6086956521739131,0.5,-0.10869565217391308
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,43,4,4,0.6,0.5869565217391304,0.5869565217391304,0.0
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,44,4,2,0.6,0.6086956521739131,0.5,-0.10869565217391308
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,45,4,5,0.6,0.6304347826086956,0.5652173913043478,-0.06521739130434778
candidate n50,gpt-4o-mini,vi,grammar,P0_direct_english,2,4,46,46,4,3,0.6,0.6086956521739131,0.4782608695652174,-0.13043478260869568
